2022-11-24 00:00:57,AP_Zenmashi,url,https://rakuten-japan-ja-cojp.sqycibw.cn,#phishing #scam,https://twitter.com/AP_Zenmashi/status/1595568113277620224
2022-11-24 00:00:57,AP_Zenmashi,ip,204.44.99.68,#phishing #scam,https://twitter.com/AP_Zenmashi/status/1595568113277620224
2022-11-24 00:03:32,RedPacketSec,md5,b3429e9f4084ec931dad480f0940f97f,#malware,https://twitter.com/RedPacketSec/status/1595568767081275393
2022-11-24 00:03:33,RedPacketSec,md5,6fb99593905840cf95ab2364c4c87d63,#malware,https://twitter.com/RedPacketSec/status/1595568768087826432
2022-11-24 00:03:33,RedPacketSec,md5,33cf9aac2e4768e8c9e10aeb8f6a9ad6,#malware,https://twitter.com/RedPacketSec/status/1595568770403422208
2022-11-24 00:03:33,RedPacketSec,md5,444072ec68d9dad8de5f9060c74e3b90,#malware,https://twitter.com/RedPacketSec/status/1595568769266745344
2022-11-24 00:03:34,RedPacketSec,md5,4e66f4af565563d95fe443d36dca93a0,#malware,https://twitter.com/RedPacketSec/status/1595568773670412288
2022-11-24 00:03:34,RedPacketSec,md5,a2716bd9f4f7f0ffa5b49881df348602,#malware #ransomware,https://twitter.com/RedPacketSec/status/1595568774748463106
2022-11-24 00:03:34,RedPacketSec,md5,8aafe420b4e2d00e1f85a0374787a0e1,#malware #ransomware,https://twitter.com/RedPacketSec/status/1595568772663971843
2022-11-24 00:03:34,RedPacketSec,md5,ca680d9f26a0e5e9a4c2294c488bf46b,#malware,https://twitter.com/RedPacketSec/status/1595568771514540033
2022-11-24 00:03:35,RedPacketSec,md5,164903ecc03a2744f45b4bb7f0b65770,#malware #ransomware,https://twitter.com/RedPacketSec/status/1595568778867183616
2022-11-24 00:03:35,RedPacketSec,md5,69b02f689b95041212c9ebda97a12c3d,#malware #ransomware,https://twitter.com/RedPacketSec/status/1595568777764429825
2022-11-24 00:03:35,RedPacketSec,md5,0d93e4a1b0881cc9f07db871f1564758,#malware #ransomware,https://twitter.com/RedPacketSec/status/1595568775860043778
2022-11-24 00:03:35,RedPacketSec,md5,47d86bed6f9d6fe9263920d5fde8dd20,#malware #ransomware,https://twitter.com/RedPacketSec/status/1595568776732352512
2022-11-24 00:03:36,RedPacketSec,md5,dd8411270ae082c092f9c7f5cb368d84,#malware #ransomware,https://twitter.com/RedPacketSec/status/1595568782843461640
2022-11-24 00:03:36,RedPacketSec,md5,a6c181addb32d32a003cc21a8c45b5b2,#malware #ransomware,https://twitter.com/RedPacketSec/status/1595568779907551234
