2025-04-29 00:06:15,threatquery,ip,188.127.182.116,#Interactsh #C2 #malware,https://x.com/threatquery/status/1917007487611420948
2025-04-29 00:06:16,threatquery,ip,61.3.102.67,#malware,https://x.com/threatquery/status/1917007490669006913
2025-04-29 00:06:16,threatquery,ip,222.243.115.121,#malware,https://x.com/threatquery/status/1917007489268060238
2025-04-29 00:48:23,catnap707,domain,azlt9.com,#phishing,https://x.com/catnap707/status/1917018088324927805
2025-04-29 00:48:23,catnap707,url,http://azlt9.com,#phishing,https://x.com/catnap707/status/1917018088324927805
2025-04-29 00:48:23,catnap707,domain,pcqv9.com,#phishing,https://x.com/catnap707/status/1917018088324927805
2025-04-29 00:48:23,catnap707,url,http://pcqv9.com,#phishing,https://x.com/catnap707/status/1917018088324927805
2025-04-29 00:48:23,catnap707,domain,swm92.com,#phishing,https://x.com/catnap707/status/1917018088324927805
2025-04-29 00:48:23,catnap707,url,http://swm92.com,#phishing,https://x.com/catnap707/status/1917018088324927805
2025-04-29 00:48:23,catnap707,domain,szux7.com,#phishing,https://x.com/catnap707/status/1917018088324927805
2025-04-29 00:48:23,catnap707,url,http://szux7.com,#phishing,https://x.com/catnap707/status/1917018088324927805
2025-04-29 00:48:23,catnap707,domain,vvlw4.com,#phishing,https://x.com/catnap707/status/1917018088324927805
2025-04-29 00:48:23,catnap707,url,http://vvlw4.com,#phishing,https://x.com/catnap707/status/1917018088324927805
2025-04-29 00:49:19,catnap707,url,http://eliankiebdzdoaendl.qtwpm.com,#phishing,https://x.com/catnap707/status/1917018322585194610
2025-04-29 00:49:19,catnap707,domain,akundosdewozebuzh.tqhpm.com,#phishing,https://x.com/catnap707/status/1917018322585194610
2025-04-29 00:49:19,catnap707,domain,eliankiebdzdoaendl.qtwpm.com,#phishing,https://x.com/catnap707/status/1917018322585194610
2025-04-29 00:49:19,catnap707,url,http://akundosdewozebuzh.tqhpm.com,#phishing,https://x.com/catnap707/status/1917018322585194610
2025-04-29 00:49:19,catnap707,domain,ismkkshimekkaozhid.zxwzn.com,#phishing,https://x.com/catnap707/status/1917018322585194610
2025-04-29 00:49:19,catnap707,domain,ousawosifeichdaou.rnpjm.com,#phishing,https://x.com/catnap707/status/1917018322585194610
2025-04-29 00:49:19,catnap707,url,http://ousawosifeichdaou.rnpjm.com,#phishing,https://x.com/catnap707/status/1917018322585194610
2025-04-29 00:49:19,catnap707,url,http://ismkkshimekkaozhid.zxwzn.com,#phishing,https://x.com/catnap707/status/1917018322585194610
2025-04-29 00:58:27,skocherhan,md5,aa6890c767517990890cc0c420845739,,https://x.com/skocherhan/status/1917020622443495807
2025-04-29 01:01:06,malwrhunterteam,url,http://83.138.53.186,,https://x.com/malwrhunterteam/status/1916946401730179377
2025-04-29 01:01:06,malwrhunterteam,ip,83.138.53.186,,https://x.com/malwrhunterteam/status/1916946401730179377
