2023-01-23 00:09:03,AtomSpam,url,https://activacion.k8jfc78i.repl.co/atencion%20en%20linea.html,#phishing,https://twitter.com/AtomSpam/status/1617313424295206912
2023-01-23 00:09:44,pingineer_jp,url,https://uphold-logins-enus.xyz/secure-login/,#phishing #scam,https://twitter.com/pingineer_jp/status/1617313597667053568
2023-01-23 00:10:05,pingineer_jp,url,https://uphold-ens-login.xyz/secure-login/,#phishing #scam,https://twitter.com/pingineer_jp/status/1617313684023574530
2023-01-23 00:11:50,pingineer_jp,url,https://metamask-login-ens.xyz/secure-login/,#phishing #scam,https://twitter.com/pingineer_jp/status/1617314125067218945
2023-01-23 00:12:31,AtomSpam,url,http://mykidsbirthdays.com/,#phishing,https://twitter.com/AtomSpam/status/1617314299478687745
2023-01-23 00:14:11,ecarlesi,url,https://binance-promotion.online/,#phishing,https://twitter.com/ecarlesi/status/1617314715989954561
2023-01-23 00:15:13,RdpSnitch,ip,142.93.8.59,,https://twitter.com/RdpSnitch/status/1617314976896614402
2023-01-23 00:15:13,RdpSnitch,ip,54.37.0.55,,https://twitter.com/RdpSnitch/status/1617314975759958019
2023-01-23 00:15:13,RdpSnitch,ip,20.172.143.22,,https://twitter.com/RdpSnitch/status/1617314975759958019
2023-01-23 00:15:13,RdpSnitch,ip,69.169.81.48,,https://twitter.com/RdpSnitch/status/1617314975759958019
2023-01-23 00:16:31,AtomSpam,url,https://unclenevs.com.au/images/image/hdjfgsgf/,#phishing,https://twitter.com/AtomSpam/status/1617315306422116357
2023-01-23 00:18:41,ecarlesi,url,http://nefelsyrup.com/1-%20easy%20installer/wood_3ab8d03a8fdc11475304_20221112105941_archive.zip,#phishing,https://twitter.com/ecarlesi/status/1617315851367071744
2023-01-23 00:21:32,XScamReporter,url,https://gotouchi-drop.online/,#phishing,https://twitter.com/XScamReporter/status/1617316567964057600
2023-01-23 00:21:32,XScamReporter,url,https://thecaptainz.link/,#phishing,https://twitter.com/XScamReporter/status/1617316567964057600
2023-01-23 00:23:40,TrackerC2Bot,url,http://51.195.166.204/,#malware,https://twitter.com/TrackerC2Bot/status/1617317105342242818
2023-01-23 00:23:40,TrackerC2Bot,ip,185.181.10.208,#malware,https://twitter.com/TrackerC2Bot/status/1617317105342242818
2023-01-23 00:23:40,TrackerC2Bot,url,http://185.181.10.208/,#malware,https://twitter.com/TrackerC2Bot/status/1617317105342242818
2023-01-23 00:23:40,TrackerC2Bot,ip,51.195.166.204,#malware,https://twitter.com/TrackerC2Bot/status/1617317105342242818
2023-01-23 00:31:01,ecarlesi,url,https://nusapenidaticket.com/wordpress-6.1.1.zip,#phishing,https://twitter.com/ecarlesi/status/1617318952501133312
